,Statement,Link,Date,Source,Label
607,The President’s Daily Brief “is like a mini novel.”,https://www.politifact.com/factchecks/2020/jul/07/brian-kilmeade/whats-presidents-daily-brief-not-mini-novel-fox-ne/,2020-07-07,Brian Kilmeade,false
608,New York state “hospitals reporting thousands of fungus lung infections due to wearing a mask!!”,https://www.politifact.com/factchecks/2020/jul/07/facebook-posts/no-new-york-state-hospitals-didnt-report-thousands/,2020-07-07,Facebook posts,false
609,“COVID19 PCR tests are scientifically meaningless.”,https://www.politifact.com/factchecks/2020/jul/07/blog-posting/covid-19-tests-are-not-scientifically-meaningless/,2020-07-07,Bloggers,pants-fire
610,Federal aid for state and local governments through a proposed coronavirus relief bill would amount to “half of what the Republicans put onto the national debt.”,https://www.politifact.com/factchecks/2020/jul/07/nancy-pelosi/pelosi-compares-cost-state-and-local-aid-coronavir/,2020-07-07,Nancy Pelosi,mostly-true
611,Says 99% of COVID-19 cases “are totally harmless.”,https://www.politifact.com/factchecks/2020/jul/06/donald-trump/donald-trumps-false-claim-99-covid-19-cases-are-ha/,2020-07-06,Donald Trump,false
612,"“Covid is never going away! This is the beach today in Raleigh, North Carolina.”",https://www.politifact.com/factchecks/2020/jul/06/viral-image/photo-shows-brazil-beach-2013-not-raleigh-during-p/,2020-07-06,Viral image,pants-fire
613,"“People are starting to enter ERs with fungal lung infections from wearing masks!!""",https://www.politifact.com/factchecks/2020/jul/06/facebook-posts/mask-wearing-causing-fungal-lung-infections-no-ano/,2020-07-06,Facebook posts,false
614,Says Melania Trump’s dress at Mount Rushmore speech was designed from “drawings of several young victims of sex trafficking.”,https://www.politifact.com/factchecks/2020/jul/06/facebook-posts/no-first-ladys-dress-was-not-designed-drawings-sex/,2020-07-06,Facebook posts,false
615,Says BBC prematurely reported “Ghislaine Maxwell moved to intensive care as coronavirus symptoms worsen.”,https://www.politifact.com/factchecks/2020/jul/06/viral-image/story-about-ghislaine-maxwell-covid-19-hoax/,2020-07-06,Viral image,pants-fire
616,A study “showed that over 1 million people in North Carolina have now been exposed to the virus.”,https://www.politifact.com/factchecks/2020/jul/06/greg-murphy/no-proof-1-million-north-carolinians-exposed-coron/,2020-07-06,Greg Murphy,false
617,"“The national coin shortage was done intentionally, the Mint is no longer releasing coins into circulation aka this is the beginning of the end of paper money.”",https://www.politifact.com/factchecks/2020/jul/06/facebook-posts/national-coin-shortage-yes-due-covid-no-sign-end-p/,2020-07-06,Facebook posts,false
618,"“The CDC tried to develop clear guidelines about what the stages of re-opening should look like — the administration delayed and scaled them back.""",https://www.politifact.com/factchecks/2020/jul/06/joe-biden/joe-biden-correct-trump-administration-delayed-sca/,2020-07-06,Joe Biden,mostly-true
619,"Republicans didn't ""increase state funding for nursing homes in the last budget.""",https://www.politifact.com/factchecks/2020/jul/06/tim-carpenter/yes-wisconsin-republicans-did-increase-state-fundi/,2020-07-06,Tim Carpenter,false
620,The Tony Evers administration is wrong to blame old computer software being used to process unemployment claims; it “has nothing to do with” the backlog.,https://www.politifact.com/factchecks/2020/jul/03/chris-kapanga/did-software-cause-wisconsins-unemployment-backlog/,2020-07-03,Chris Kapenga,half-true
621,"""I would do press events in May, I would never be asked about coronavirus.''",https://www.politifact.com/factchecks/2020/jul/03/ron-desantis/desantis-falsely-claims-he-was-never-asked-about-c/,2020-07-03,Ron DeSantis,false
622,"“While voters were distracted, (Gov. J.B.) Pritzker gave huge pay raises to his politician buddies.”",https://www.politifact.com/factchecks/2020/jul/03/illinois-rising-action/attack-ad-wrongly-claims-pritzker-hiked-politician/,2020-07-03,Illinois Rising Action,false
623,Nurses submitting coronavirus tests say they all are coming back positive.,https://www.politifact.com/factchecks/2020/jul/02/facebook-posts/fact-checking-claims-about-nurses-getting-nothing-/,2020-07-02,Facebook posts,false
624,“Oklahoma 100% coronavirus test rate after Trump Tulsa rally.”,https://www.politifact.com/factchecks/2020/jul/02/facebook-posts/no-oklahoma-didnt-have-100-covid-positive-test-rat/,2020-07-02,Facebook posts,false
625,Says Taylor Swift wants to remove the Statue of Liberty,https://www.politifact.com/factchecks/2020/jul/02/facebook-posts/no-taylor-swift-didnt-say-we-should-remove-statue-/,2020-07-02,Facebook posts,pants-fire
626,"""China has been stealing our manufacturing, costing Wisconsin almost 90,000 jobs.""",https://www.politifact.com/factchecks/2020/jul/02/facebook-posts/wisconsin-manufacturing-job-loss-blame-china/,2020-07-02,Facebook posts,barely-true
627,Video of man using an air-quality monitor proves that people are “not getting enough oxygen” while wearing masks,https://www.politifact.com/factchecks/2020/jul/02/facebook-posts/sensor-cant-track-quickly-changing-oxygen-levels-m/,2020-07-02,Facebook posts,barely-true
628,"“The (COVID-19) cases are going up, but it's because the testing is going up.”",https://www.politifact.com/factchecks/2020/jul/02/chris-kapanga/wisconsin-senator-wrong-attribute-rising-covid-cas/,2020-07-02,Chris Kapenga,false
629,"Says Donald Trump used farmers’ struggles “to push through a multi-billion dollar bailout program that was nothing more than a handout for large agricultural companies.""",https://www.politifact.com/factchecks/2020/jul/02/state-democratic-party-wisconsin/dems-exaggerate-slamming-trump-farm-bailouts-hando/,2020-07-02,Democratic Party of Wisconsin,barely-true
630,The United States has not completed a “top-to-bottom review of our criminal justice system at the national level since 1965.”,https://www.politifact.com/factchecks/2020/jul/02/john-cornyn/when-was-last-top-bottom-review-criminal-justice-s/,2020-07-02,John Cornyn,true
631,Says John Elway told NFL players “Kneel on my field and you’re fired on the spot.”,https://www.politifact.com/factchecks/2020/jul/02/blog-posting/no-john-elway-didnt-threaten-fire-players-who-knee/,2020-07-02,Bloggers,pants-fire
632,"Lawyer-couple who pointed guns at protesters are Black Lives Matter backers, Democrats and represent a police brutality victim.",https://www.politifact.com/factchecks/2020/jul/01/viral-image/fact-checking-claim-about-who-couple-who-pointed-g/,2020-07-01,Viral image,half-true
633,"COVID-19’s “contagion probability” between two people is 70% if the carrier is not masked, 5% if the carrier is masked, and 1.5% if both parties are.",https://www.politifact.com/factchecks/2020/jul/01/viral-image/social-media-image-about-mask-efficacy-right-senti/,2020-07-01,Viral image,barely-true
634,Says “Joe Biden supported the Castro regime and meeting with Maduro.”,https://www.politifact.com/factchecks/2020/jul/01/rick-scott/scotts-misleading-attack-biden-about-castro-maduro/,2020-07-01,Rick Scott,barely-true
635,“Four kids who took the coronavirus vaccine died immediately.”,https://www.politifact.com/factchecks/2020/jul/01/viral-image/no-coronavirus-vaccines-development-havent-killed-/,2020-07-01,Viral image,false
636,"NFL player “stood alone"" while his whole team stayed in the locker room during the national anthem, “a real American patriot!”",https://www.politifact.com/factchecks/2020/jul/01/viral-image/nfl-player-stood-alone-during-national-anthem-says/,2020-07-01,Viral image,half-true
637,A Denver International Airport mural of people wearing masks was painted in 1994.,https://www.politifact.com/factchecks/2020/jul/01/viral-image/painting-people-around-world-wearing-masks-2020-no/,2020-07-01,Viral image,false
638,An image from the St. Louis protest is “what MSM (mainstream media) won’t show you. Peaceful demonstrator pointing weapon at homeowner.”,https://www.politifact.com/factchecks/2020/jul/01/facebook-posts/photo-shows-st-louis-protesters-pointing-microphon/,2020-07-01,Facebook posts,false
639,"""Advertisements for [Scott] Milne’s travel company allow Milne to illegally use corporate funds.""",https://www.politifact.com/factchecks/2020/jul/01/vermont-democratic-party/scott-milne-violating-campaign-finance-laws-appear/,2020-07-01,Vermont Democratic Party,false
640,On conducting a national search for a new Richmond police chief.,https://www.politifact.com/factchecks/2020/jul/01/levar-stoney/stoney-makes-u-turn-national-search-new-richmond-p/,2020-07-01,Levar Stoney,full-flop
641,“Trump lost a trade war that he started.”,https://www.politifact.com/factchecks/2020/jun/30/joe-biden/did-donald-trump-lose-trade-war-he-started-joe-bid/,2020-06-30,Joe Biden,mostly-true
642,Old photo shows Georgia Gov. Brian Kemp and his mother wearing KKK garb.,https://www.politifact.com/factchecks/2020/jun/30/viral-image/image-toddler-kkk-garb-isnt-georgia-gov-brian-kemp/,2020-06-30,Viral image,pants-fire
643,Says Nancy Pelosi “made millions in coronavirus insider trading.”,https://www.politifact.com/factchecks/2020/jun/30/facebook-posts/no-evidence-nancy-pelosi-made-millions-insider-cor/,2020-06-30,Facebook posts,false
644,Say Kurt Russell and Goldie Hawn support Trump by wearing t-shirt,https://www.politifact.com/factchecks/2020/jun/30/facebook-posts/photo-kurt-russell-and-goldie-hawn-wearing-trump-t/,2020-06-30,Facebook posts,pants-fire
645,Wisconsin was the last state to start paying COVID-related federal unemployment benefits.,https://www.politifact.com/factchecks/2020/jun/30/robin-vos/vos-mostly-right-claim-wisconsin-was-last-state-pa/,2020-06-30,Robin Vos,mostly-true
646,"""You weren't allowed to own a cannon during the Revolutionary War as an individual.""",https://www.politifact.com/factchecks/2020/jun/29/joe-biden/joe-bidens-dubious-claim-about-revolutionary-war-c/,2020-06-29,Joe Biden,false
647,Says Gov. Tony Evers “removed the American flag from the Capitol building”,https://www.politifact.com/factchecks/2020/jun/29/facebook-posts/claim-tony-evers-ordered-us-flag-removed-ridiculou/,2020-06-29,Facebook posts,pants-fire
648,"Says Maine Gov. Janet Mills is “using taxpayer money to buy cars for those on welfare, without a public hearing on the rules. If someone on welfare sells the car for cash without the state’s approval, the rules don’t allow the state to prosecute them for car theft.”",https://www.politifact.com/factchecks/2020/jun/29/facebook-posts/maines-plan-help-welfare-recipients-commute-work-f/,2020-06-29,Facebook posts,half-true
649,"Says Kamala Harris said “once Trump’s gone” from the White House, “we’ll be coming for you next. You will feel the vengeance of a nation.”",https://www.politifact.com/factchecks/2020/jun/29/viral-image/no-kamala-harris-didnt-vow-vengeance-against-trump/,2020-06-29,Viral image,pants-fire
650,“1977: Biden said integrating black students would turn schools into ‘a jungle… a racial jungle.’”,https://www.politifact.com/factchecks/2020/jun/29/viral-image/biden-said-without-orderly-integration-his-childre/,2020-06-29,Viral image,half-true
651,"If you are licensed to carry a concealed weapon, wearing a face covering for coronavirus ""removes your conceal carry ability.""",https://www.politifact.com/factchecks/2020/jun/29/viral-image/no-wearing-mask-doesnt-void-concealed-carry-permit/,2020-06-29,Viral image,false
652,“Drunk” Nancy Pelosi “was removed from the House floor for cursing at Republicans.”,https://www.politifact.com/factchecks/2020/jun/29/facebook-posts/claim-nancy-pelosi-drunk-house-floor-fabricated/,2020-06-29,Facebook posts,pants-fire
653,"Says Sarah Huckabee Sanders tweeted, “It’s ‘odd’ that the ANTIFA insurgency happened just as COVID-19 loses steam It’s ‘odd’ that COVID-19 happened the moment impeachment failed. It’s ‘odd’ that impeachment happened the moment Russian hoax failed. The Russian hoax happened because Hillary lost? Notice the pattern?”",https://www.politifact.com/factchecks/2020/jun/29/viral-image/sarah-huckabee-sanders-didnt-tweet-conspiracy-theo/,2020-06-29,Viral image,false
654,Says Gov. Evers “has refused to identify or discipline the staff member who secretly taped” a conversation with GOP leaders.,https://www.politifact.com/factchecks/2020/jun/29/romaine-quinn/wisconsin-gop-lawmaker-quinn-only-partially-right-/,2020-06-29,Romaine Quinn,half-true
655,"In North Carolina, “you can be charged with a class H felony for wearing a mask and concealed carrying.”",https://www.politifact.com/factchecks/2020/jun/26/facebook-posts/facebook-post-wrong-about-wearing-mask-carrying-co/,2020-06-26,Facebook posts,false
656,“Joe Biden’s great-grandfather Joseph J. Biden was a slave-owner and fought” for the Confederacy.,https://www.politifact.com/factchecks/2020/jun/26/viral-image/no-evidence-joe-bidens-great-grandfather-was-confe/,2020-06-26,Viral image,false
657,Says George Floyd has “hair in one shot but is bald in the shots of him laying on the ground.”,https://www.politifact.com/factchecks/2020/jun/26/blog-posting/george-floyds-hair-does-not-differ-various-images/,2020-06-26,Bloggers,pants-fire
658,Says as a state lawmaker a bill he sponsored would have made “it easier to get rid of bad cops”,https://www.politifact.com/factchecks/2020/jun/26/glenn-grothman/wisconsin-congressman-grothmans-bad-cop-bill-didnt/,2020-06-26,Glenn Grothman,barely-true
659,Antifa “are killing our police. Looting our businesses. Assaulting the elderly and burning our churches.”,https://www.politifact.com/factchecks/2020/jun/26/dane-eagle/florida-congressional-candidate-blames-antifa-viol/,2020-06-26,Dane Eagle,false
